symbol,dollar_volume_2016,median_price_2016,days_2016,name
TS,66677164.75,27.12,252,Tenaris S. A.
TSCO,107092050.17000002,85.43,252,Tractor Supply Company Common Stock
TSLA,882343862.68,208.70499999999998,252,"Tesla, Inc. Common Stock"
TSM,183797000.70999998,26.535,252,Taiwan Semiconductor Manufacturing Company Ltd.
TSN,221820587.075,66.66499999999999,252,"Tyson Foods, Inc."
TT,125874050.355,65.625,252,Trane Technologies plc
TTE,82592835.215,47.585,252,TotalEnergies SE
TXN,338953248.76,62.125,252,Texas Instruments Incorporated Common Stock
TXT,63919612.195,38.75,252,"Textron, Inc."
UA,193791225.865,39.56,252,"Under Armour, Inc. Class C Common Stock, $0.0003 1/3 par value"
UAL,266767384.175,51.0,252,"United Airlines Holdings, Inc. Common Stock"
UDR,65388167.715,35.7,252,"UDR, Inc."
UHS,93777564.16499999,122.495,252,"Universal Health Services, Inc. Class B"
ULTA,189147028.45,237.70499999999998,252,"Ulta Beauty, Inc. Common Stock"
UNH,474103165.53499997,136.905,252,UNITEDHEALTH GROUP INCORPORATED (Delaware)
UNM,64112040.345,34.065,252,Unum Group
UNP,396623731.8,88.69999999999999,252,Union Pacific Corp.
UPS,287263268.63,106.86,252,"United Parcel Service, Inc. Class B"
URBN,64083473.4,30.405,252,"Urban Outfitters, Inc. Common Stock"
URI,132543688.64500001,70.08500000000001,252,"United Rentals, Inc."
USB,319486829.395,42.209999999999994,252,U.S. Bancorp
UTHR,80217415.41,121.60499999999999,252,United Therapeutics Corporation Common Stock
V,764445553.89,78.37,252,VISA Inc.
VAL,81188814.61,9.605,252,Valaris Limited
VALE,137541888.125,5.225,252,VALE S.A.
VFC,157164620.425,61.31,252,V.F. Corporation
VIPS,89411617.00999999,12.9,252,Vipshop Holdings Limited
VLO,345361885.42,57.084999999999994,252,Valero Energy Corporation
VMC,120723699.53,113.855,252,Vulcan Materials Company(Holding Company)
VMRK,154308616.64499998,67.37,252,Vivmark Residential
VOD,129340617.57,30.755000000000003,252,Vodafone Group Plc American Depositary Shares
VRSN,75414045.47999999,82.09,252,"VeriSign, Inc. Common Stock"
VRTX,163934667.005,87.145,252,Vertex Pharmaceuticals Incorporated Common Stock
VTR,149681713.02,65.025,252,"Ventas, Inc."
VZ,759306240.385,51.53,252,Verizon Communications
WAB,69839490.06,77.045,252,Wabtec Inc.
WAT,68830489.315,137.155,252,Waters Corp
WDAY,122026833.295,77.715,252,"Workday, Inc. Class A Common Stock"
WDC,253793701.47000003,48.06,252,Western Digital Corporation Common Stock
WEC,114047208.225,58.72,252,"WEC Energy Group, Inc."
WELL,161070090.435,69.405,252,Welltower Inc.
WFC,1007818676.25,48.535,252,Wells Fargo & Co.
WHR,155307177.43,169.95999999999998,252,Whirlpool Corp.
WM,139028924.20999998,62.65,252,"Waste Management, Inc."
WMB,231185774.49,22.715,252,Williams Companies Inc.
WMT,624902571.575,69.81,252,Walmart Inc. Common Stock
WPM,112710680.715,19.235,252,Wheaton Precious Metals Corp. Common Stock
WSM,79678390.07999998,53.0,252,"Williams-Sonoma, Inc."
WTW,86210154.36,123.41,251,Willis Towers Watson Public Limited Company Ordinary Shares
WU,81143298.81,19.89,252,The Western Union Company
WY,144595947.47,30.845,252,Weyerhaeuser Company
WYNN,276708146.68999994,93.385,252,"Wynn Resorts, Limited Common stock"
XEL,132468405.14499998,40.76,252,Xcel Energy Inc. Common Stock
XOM,1064828753.38,87.04,252,ExxonMobil Holdings Corporation
XRAY,89947973.42,60.355000000000004,252,DENTSPLY SIRONA Inc. Common Stock
XRX,68082207.78,9.69,252,Xerox Holdings Corporation Common Stock
YUM,245168903.325,81.82,252,"Yum! Brands, Inc."
ZBH,165516255.94,115.415,252,"Zimmer Biomet Holdings, Inc."
ZION,89461784.21000001,27.485,252,Zions Bancorporation N.A. Common Stock
ZTS,173958891.19,48.425,252,ZOETIS INC.
